PartipantID,Index,Vis,VisID,Error,TruePerc,ReportPerc
77305,0,mediumPieChart,4,-1.4854246,19.642857,20.0
77305,1,largeBarChart,2,2.2064517,84.61539,80.0
77305,2,largePieChart,5,1.196398,57.291668,55.0
77305,3,mediumBarChart,1,2.9532058,4.255319,12.0
77305,4,tinyPieChart,3,3.1614635,38.94737,30.0
77305,5,mediumBarChart,1,1.7744411,43.421055,40.0
77305,6,largePieChart,5,2.9180303,67.441864,75.0
77305,7,largeBarChart,2,0.54934096,91.46342,90.0
77305,8,tinyPieChart,3,2.377423,9.803922,15.0
77305,9,mediumBarChart,1,-0.13749582,89.090904,90.0
77305,10,tinyBarChart,0,2.7288373,96.62921,90.0
77305,11,largePieChart,5,2.9119434,85.52631,78.0
77305,12,largeBarChart,2,-2.4329352,85.18519,85.0
77305,13,mediumPieChart,4,3.3436227,84.84849,95.0
77305,14,largePieChart,5,-0.8382383,86.440674,87.0
77305,15,tinyBarChart,0,3.0161195,28.089888,20.0
77305,16,mediumPieChart,4,4.2104526,79.48718,98.0
77305,17,tinyBarChart,0,1.4150361,93.333336,96.0
77305,18,largePieChart,5,3.9068906,25.0,40.0
77305,19,largePieChart,5,2.4898052,6.382979,12.0
77305,20,largePieChart,5,0.29218233,61.22449,60.0
77305,21,mediumPieChart,4,2.828888,62.105263,55.0
77305,22,largePieChart,5,3.8317559,52.238804,38.0
77305,23,largePieChart,5,1.8365004,78.57143,75.0
77305,24,largeBarChart,2,2.5849626,50.0,56.0
77305,25,mediumPieChart,4,2.1660104,19.512194,24.0
77305,26,tinyBarChart,0,0.7369667,46.666668,45.0
77305,27,tinyPieChart,3,5.643856,0.0,50.0
77305,28,largeBarChart,2,0.0,0.0,1.0
77305,29,mediumBarChart,1,-0.5025068,95.29412,96.0
77305,30,mediumPieChart,4,4.0112276,71.875,88.0
77305,31,largePieChart,5,2.415038,73.333336,68.0
77305,32,mediumBarChart,1,1.5849625,35.0,38.0
77305,33,largeBarChart,2,1.6438563,53.125,50.0
77305,34,largeBarChart,2,1.7589909,34.615387,38.0
77305,35,largePieChart,5,3.3562799,60.240967,50.0
77305,36,tinyBarChart,0,1.8726193,56.33803,60.0
77305,37,tinyBarChart,0,1.1926444,85.71429,88.0
77305,38,largePieChart,5,2.435386,28.40909,23.0
77305,39,largePieChart,5,2.938599,76.666664,69.0
77305,40,mediumPieChart,4,2.8259706,10.909091,18.0
77305,41,largeBarChart,2,3.0637965,10.638298,19.0
77305,42,mediumPieChart,4,0.46133155,46.376812,45.0
77305,43,mediumBarChart,1,2.8129153,72.97297,80.0
77305,44,mediumBarChart,1,3.9999998,60.000004,76.0
77305,45,mediumPieChart,4,1.0,96.0,98.0
77305,46,mediumBarChart,1,1.5318507,22.891565,20.0
